proteinId	go_term_id	go_term_type	go_name	go_acc
95929	23919	molecular_function	FAD binding	GO:0050660
95929	9821	molecular_function	oxidoreductase activity, acting on CH-OH group of donors	GO:0016614
95929	4234	biological_process	alcohol metabolic process	GO:0006066
95929	22049	molecular_function	alcohol oxidase activity	GO:0047639
98449	5939	molecular_function	zinc ion binding	GO:0008270
98449	3827	cellular_component	intracellular	GO:0005622
98449	2175	molecular_function	nucleic acid binding	GO:0003676
109647	3737	molecular_function	GTP binding	GO:0005525
111894	3708	molecular_function	binding	GO:0005488
113648	13011	cellular_component	membrane coat	GO:0030117
113648	9480	biological_process	vesicle-mediated transport	GO:0016192
113648	4994	biological_process	intracellular protein transport	GO:0006886
113648	4595	biological_process	protein complex assembly	GO:0006461
113648	3727	molecular_function	protein binding	GO:0005515
113648	3708	molecular_function	binding	GO:0005488
115440	23919	molecular_function	FAD binding	GO:0050660
115440	9710	molecular_function	oxidoreductase activity	GO:0016491
115440	9320	cellular_component	membrane	GO:0016020
115440	2351	molecular_function	D-arabinono-1,4-lactone oxidase activity	GO:0003885
115440	10094	molecular_function	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	GO:0016899
115440	6667	biological_process	biosynthetic process	GO:0009058
115440	2290	molecular_function	catalytic activity	GO:0003824
115440	23368	molecular_function	L-gulonolactone oxidase activity	GO:0050105
117474	5790	molecular_function	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	GO:0008108
117474	4180	biological_process	galactose metabolic process	GO:0006012
117474	2290	molecular_function	catalytic activity	GO:0003824
117688	20842	molecular_function	"polynucleotide 3'-phosphatase activity"	GO:0046403
117688	24982	molecular_function	"GTP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity"	GO:0051737
117688	24981	molecular_function	"ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity"	GO:0051736
117688	24980	molecular_function	GTP-dependent polynucleotide kinase activity	GO:0051735
117688	24979	molecular_function	ATP-dependent polynucleotide kinase activity	GO:0051734
117688	24978	molecular_function	polydeoxyribonucleotide kinase activity	GO:0051733
117688	24977	molecular_function	polyribonucleotide kinase activity	GO:0051732
117688	24976	molecular_function	polynucleotide kinase activity	GO:0051731
117688	24975	molecular_function	"GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity"	GO:0051730
117688	20843	molecular_function	"ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity"	GO:0046404
119044	9681	cellular_component	myosin complex	GO:0016459
119044	3736	molecular_function	ATP binding	GO:0005524
119044	2241	molecular_function	motor activity	GO:0003774
119044	24269	molecular_function	actin filament binding	GO:0051015
119044	3727	molecular_function	protein binding	GO:0005515
120026	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
120026	3827	cellular_component	intracellular	GO:0005622
120026	3737	molecular_function	GTP binding	GO:0005525
136013	23919	molecular_function	FAD binding	GO:0050660
136013	9821	molecular_function	oxidoreductase activity, acting on CH-OH group of donors	GO:0016614
136013	4234	biological_process	alcohol metabolic process	GO:0006066
136013	22049	molecular_function	alcohol oxidase activity	GO:0047639
136780	9321	cellular_component	integral to membrane	GO:0016021
136780	4614	biological_process	C-terminal protein amino acid methylation	GO:0006481
136780	3042	molecular_function	protein-S-isoprenylcysteine O-methyltransferase activity	GO:0004671
137683	21296	molecular_function	metal ion transmembrane transporter activity	GO:0046873
137683	12906	biological_process	metal ion transport	GO:0030001
137683	9320	cellular_component	membrane	GO:0016020
138253	5939	molecular_function	zinc ion binding	GO:0008270
138253	3827	cellular_component	intracellular	GO:0005622
138253	2175	molecular_function	nucleic acid binding	GO:0003676
139431	5939	molecular_function	zinc ion binding	GO:0008270
139431	2175	molecular_function	nucleic acid binding	GO:0003676
139782	4639	biological_process	proteolysis	GO:0006508
139782	2632	molecular_function	pepsin A activity	GO:0004194
139782	2628	molecular_function	aspartic-type endopeptidase activity	GO:0004190
139782	2630	molecular_function	cathepsin D activity	GO:0004192
139782	2631	molecular_function	cathepsin E activity	GO:0004193
139782	2634	molecular_function	saccharopepsin activity	GO:0004196
139931	4639	biological_process	proteolysis	GO:0006508
139931	2632	molecular_function	pepsin A activity	GO:0004194
139931	2628	molecular_function	aspartic-type endopeptidase activity	GO:0004190
139931	2630	molecular_function	cathepsin D activity	GO:0004192
139931	2631	molecular_function	cathepsin E activity	GO:0004193
139931	2634	molecular_function	saccharopepsin activity	GO:0004196
141175	24372	molecular_function	glucan endo-1,3-alpha-glucosidase activity	GO:0051118
141919	9710	molecular_function	oxidoreductase activity	GO:0016491
141919	3722	molecular_function	copper ion binding	GO:0005507
142100	21380	molecular_function	hydrogen ion transporting ATPase activity, rotational mechanism	GO:0046961
142100	21355	molecular_function	hydrogen ion transporting ATP synthase activity, rotational mechanism	GO:0046933
142100	9691	cellular_component	proton-transporting two-sector ATPase complex	GO:0016469
142100	9320	cellular_component	membrane	GO:0016020
142100	9292	biological_process	ATP synthesis coupled proton transport	GO:0015986
142100	9321	cellular_component	integral to membrane	GO:0016021
145093	5848	molecular_function	N-methyltransferase activity	GO:0008170
145093	4772	biological_process	phospholipid metabolic process	GO:0006644
145684	5939	molecular_function	zinc ion binding	GO:0008270
145684	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
145684	3838	cellular_component	nucleus	GO:0005634
145684	2196	molecular_function	transcription factor activity	GO:0003700
145684	4499	biological_process	transcription	GO:0006350
145684	2176	molecular_function	DNA binding	GO:0003677
147487	9320	cellular_component	membrane	GO:0016020
147487	4927	biological_process	transport	GO:0006810
147487	3546	molecular_function	transporter activity	GO:0005215
149476	19750	cellular_component	plasma membrane succinate dehydrogenase complex	GO:0045282
149476	19749	cellular_component	succinate dehydrogenase complex	GO:0045281
149476	9320	cellular_component	membrane	GO:0016020
149476	4283	biological_process	electron transport	GO:0006118
149476	4264	biological_process	tricarboxylic acid cycle	GO:0006099
149476	109	molecular_function	succinate dehydrogenase activity	GO:0000104
149698	5939	molecular_function	zinc ion binding	GO:0008270
149698	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
149698	3838	cellular_component	nucleus	GO:0005634
149698	2196	molecular_function	transcription factor activity	GO:0003700
151377	5908	molecular_function	serine-type peptidase activity	GO:0008236
151377	4639	biological_process	proteolysis	GO:0006508
151608	6724	biological_process	nucleoside metabolic process	GO:0009116
152580	5250	biological_process	signal transduction	GO:0007165
152580	3827	cellular_component	intracellular	GO:0005622
152580	5939	molecular_function	zinc ion binding	GO:0008270
152936	10269	molecular_function	nucleoside-triphosphatase activity	GO:0017111
152936	162	molecular_function	nucleotide binding	GO:0000166
152936	3736	molecular_function	ATP binding	GO:0005524
153316	5250	biological_process	signal transduction	GO:0007165
153316	3827	cellular_component	intracellular	GO:0005622
153316	5323	biological_process	intracellular signaling cascade	GO:0007242
154583	9321	cellular_component	integral to membrane	GO:0016021
154583	3032	molecular_function	prenyltransferase activity	GO:0004659
156087	9971	molecular_function	phosphotransferase activity, alcohol group as acceptor	GO:0016773
156087	3708	molecular_function	binding	GO:0005488
156087	3052	molecular_function	protein kinase CK2 activity	GO:0004682
157653	2175	molecular_function	nucleic acid binding	GO:0003676
157776	5939	molecular_function	zinc ion binding	GO:0008270
157776	2175	molecular_function	nucleic acid binding	GO:0003676
160985	6444	molecular_function	cyclopropane-fatty-acyl-phospholipid synthase activity	GO:0008825
166862	5939	molecular_function	zinc ion binding	GO:0008270
166862	3827	cellular_component	intracellular	GO:0005622
166862	2175	molecular_function	nucleic acid binding	GO:0003676
167259	5716	molecular_function	ATP-dependent helicase activity	GO:0008026
167259	3736	molecular_function	ATP binding	GO:0005524
167259	2175	molecular_function	nucleic acid binding	GO:0003676
183940	2441	molecular_function	acid phosphatase activity	GO:0003993
184314	2350	molecular_function	D-amino-acid oxidase activity	GO:0003884
187051	6327	molecular_function	4-amino-4-deoxychorismate lyase activity	GO:0008696
187710	4758	biological_process	lipid metabolic process	GO:0006629
187710	3166	molecular_function	triacylglycerol lipase activity	GO:0004806
188444	3827	cellular_component	intracellular	GO:0005622
188444	2175	molecular_function	nucleic acid binding	GO:0003676
191503	9710	molecular_function	oxidoreductase activity	GO:0016491
191503	3722	molecular_function	copper ion binding	GO:0005507
197583	3737	molecular_function	GTP binding	GO:0005525
202040	3708	molecular_function	binding	GO:0005488
204107	5939	molecular_function	zinc ion binding	GO:0008270
204107	3827	cellular_component	intracellular	GO:0005622
204107	2175	molecular_function	nucleic acid binding	GO:0003676
204136	5939	molecular_function	zinc ion binding	GO:0008270
204136	3827	cellular_component	intracellular	GO:0005622
204136	2175	molecular_function	nucleic acid binding	GO:0003676
204674	4598	biological_process	protein modification process	GO:0006464
204820	10079	molecular_function	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	GO:0016884
204820	2483	molecular_function	amidase activity	GO:0004040
204995	2175	molecular_function	nucleic acid binding	GO:0003676
205790	4515	biological_process	transcription initiation from RNA polymerase II promoter	GO:0006367
205790	3871	cellular_component	transcription factor TFIIA complex	GO:0005672
205790	2198	molecular_function	RNA polymerase II transcription factor activity	GO:0003702
206853	4602	biological_process	protein amino acid phosphorylation	GO:0006468
206853	3736	molecular_function	ATP binding	GO:0005524
206853	3043	molecular_function	protein kinase activity	GO:0004672
206853	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
206853	3052	molecular_function	protein kinase CK2 activity	GO:0004682
207309	4602	biological_process	protein amino acid phosphorylation	GO:0006468
207309	3736	molecular_function	ATP binding	GO:0005524
207309	3043	molecular_function	protein kinase activity	GO:0004672
207309	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
208664	6254	biological_process	queuosine biosynthetic process	GO:0008616
208664	6136	molecular_function	queuine tRNA-ribosyltransferase activity	GO:0008479
208664	4545	biological_process	tRNA modification	GO:0006400
208801	9321	cellular_component	integral to membrane	GO:0016021
208801	5991	molecular_function	cation transmembrane transporter activity	GO:0008324
208801	4929	biological_process	cation transport	GO:0006812
209009	9321	cellular_component	integral to membrane	GO:0016021
209009	5991	molecular_function	cation transmembrane transporter activity	GO:0008324
209009	4929	biological_process	cation transport	GO:0006812
209244	9320	cellular_component	membrane	GO:0016020
209244	9237	biological_process	nucleobase, nucleoside, nucleotide and nucleic acid transport	GO:0015931
209244	8565	molecular_function	nucleobase transmembrane transporter activity	GO:0015205
209367	4283	biological_process	electron transport	GO:0006118
209367	2976	molecular_function	peroxidase activity	GO:0004601
216373	5790	molecular_function	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	GO:0008108
216373	4180	biological_process	galactose metabolic process	GO:0006012
216373	2290	molecular_function	catalytic activity	GO:0003824
222755	3737	molecular_function	GTP binding	GO:0005525
233670	5849	molecular_function	O-methyltransferase activity	GO:0008171
234093	5849	molecular_function	O-methyltransferase activity	GO:0008171
235291	12251	molecular_function	heme binding	GO:0020037
235291	4283	biological_process	electron transport	GO:0006118
235291	3721	molecular_function	iron ion binding	GO:0005506
235291	2888	molecular_function	monooxygenase activity	GO:0004497
236028	5907	molecular_function	metalloexopeptidase activity	GO:0008235
236028	4639	biological_process	proteolysis	GO:0006508
236028	13038	molecular_function	manganese ion binding	GO:0030145
236028	6110	molecular_function	X-Pro aminopeptidase activity	GO:0008451
236028	2681	molecular_function	X-Pro dipeptidase activity	GO:0004251
236185	12251	molecular_function	heme binding	GO:0020037
236185	4283	biological_process	electron transport	GO:0006118
236185	3721	molecular_function	iron ion binding	GO:0005506
236185	2888	molecular_function	monooxygenase activity	GO:0004497
236269	19940	molecular_function	trichodiene synthase activity	GO:0045482
236563	4602	biological_process	protein amino acid phosphorylation	GO:0006468
236563	3736	molecular_function	ATP binding	GO:0005524
236563	3043	molecular_function	protein kinase activity	GO:0004672
236563	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
236955	4602	biological_process	protein amino acid phosphorylation	GO:0006468
236955	3736	molecular_function	ATP binding	GO:0005524
236955	3043	molecular_function	protein kinase activity	GO:0004672
236955	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
237042	4541	biological_process	RNA processing	GO:0006396
237042	2216	molecular_function	RNA binding	GO:0003723
237042	171	molecular_function	"3'-5'-exoribonuclease activity"	GO:0000175
237221	21295	molecular_function	metal ion binding	GO:0046872
237221	19273	molecular_function	methylthioribulose 1-phosphate dehydratase activity	GO:0043809
242833	9710	molecular_function	oxidoreductase activity	GO:0016491
242833	4283	biological_process	electron transport	GO:0006118
242833	7744	molecular_function	FMN binding	GO:0010181
251953	4143	biological_process	carbohydrate metabolic process	GO:0005975
251953	3023	molecular_function	polygalacturonase activity	GO:0004650
251953	22318	molecular_function	galacturan 1,4-alpha-galacturonidase activity	GO:0047911
254173	9366	biological_process	RNA metabolic process	GO:0016070
254173	3727	molecular_function	protein binding	GO:0005515
254173	3708	molecular_function	binding	GO:0005488
256885	2175	molecular_function	nucleic acid binding	GO:0003676
257543	23919	molecular_function	FAD binding	GO:0050660
257543	9710	molecular_function	oxidoreductase activity	GO:0016491
257543	2290	molecular_function	catalytic activity	GO:0003824
259216	9710	molecular_function	oxidoreductase activity	GO:0016491
259216	4283	biological_process	electron transport	GO:0006118
259216	7744	molecular_function	FMN binding	GO:0010181
259461	9710	molecular_function	oxidoreductase activity	GO:0016491
259461	4283	biological_process	electron transport	GO:0006118
259461	7744	molecular_function	FMN binding	GO:0010181
259664	3708	molecular_function	binding	GO:0005488
260065	2290	molecular_function	catalytic activity	GO:0003824
265818	12251	molecular_function	heme binding	GO:0020037
265818	4283	biological_process	electron transport	GO:0006118
265818	3721	molecular_function	iron ion binding	GO:0005506
265818	2888	molecular_function	monooxygenase activity	GO:0004497
266298	9320	cellular_component	membrane	GO:0016020
266298	4928	biological_process	ion transport	GO:0006811
266298	3547	molecular_function	ion channel activity	GO:0005216
266406	5794	molecular_function	nicotinamide N-methyltransferase activity	GO:0008112
266733	12251	molecular_function	heme binding	GO:0020037
266733	4283	biological_process	electron transport	GO:0006118
266733	3721	molecular_function	iron ion binding	GO:0005506
266733	2888	molecular_function	monooxygenase activity	GO:0004497
266923	4602	biological_process	protein amino acid phosphorylation	GO:0006468
266923	3736	molecular_function	ATP binding	GO:0005524
266923	3043	molecular_function	protein kinase activity	GO:0004672
266923	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
266923	3060	molecular_function	cyclin-dependent protein kinase activity	GO:0004693
268364	4369	biological_process	"'de novo' pyrimidine base biosynthetic process"	GO:0006207
268364	2512	molecular_function	aspartate carbamoyltransferase activity	GO:0004070
268364	4924	biological_process	nitrogen compound metabolic process	GO:0006807
268364	2528	molecular_function	carbamoyl-phosphate synthase activity	GO:0004086
268364	5830	biological_process	metabolic process	GO:0008152
268364	3736	molecular_function	ATP binding	GO:0005524
268364	2290	molecular_function	catalytic activity	GO:0003824
268364	9943	molecular_function	carboxyl- or carbamoyltransferase activity	GO:0016743
268364	9805	molecular_function	amino acid binding	GO:0016597
268364	4650	biological_process	amino acid metabolic process	GO:0006520
268364	2530	molecular_function	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	GO:0004088
269006	13917	molecular_function	heat shock protein binding	GO:0031072
274514	10000	molecular_function	prolyl aminopeptidase activity	GO:0016804
274514	3930	cellular_component	cytoplasm	GO:0005737
287053	4598	biological_process	protein modification process	GO:0006464
287288	9321	cellular_component	integral to membrane	GO:0016021
287288	3032	molecular_function	prenyltransferase activity	GO:0004659
288335	9710	molecular_function	oxidoreductase activity	GO:0016491
288335	5830	biological_process	metabolic process	GO:0008152
288819	9710	molecular_function	oxidoreductase activity	GO:0016491
288819	5830	biological_process	metabolic process	GO:0008152
290481	9320	cellular_component	membrane	GO:0016020
292256	23919	molecular_function	FAD binding	GO:0050660
292256	9710	molecular_function	oxidoreductase activity	GO:0016491
292256	9321	cellular_component	integral to membrane	GO:0016021
292256	4283	biological_process	electron transport	GO:0006118
292256	3721	molecular_function	iron ion binding	GO:0005506
292589	3737	molecular_function	GTP binding	GO:0005525
293646	3838	cellular_component	nucleus	GO:0005634
293646	10375	molecular_function	histone-lysine N-methyltransferase activity	GO:0018024
294052	9321	cellular_component	integral to membrane	GO:0016021
294052	4614	biological_process	C-terminal protein amino acid methylation	GO:0006481
294052	3042	molecular_function	protein-S-isoprenylcysteine O-methyltransferase activity	GO:0004671
298003	9321	cellular_component	integral to membrane	GO:0016021
298003	3032	molecular_function	prenyltransferase activity	GO:0004659
298789	5849	molecular_function	O-methyltransferase activity	GO:0008171
305846	5939	molecular_function	zinc ion binding	GO:0008270
305846	2175	molecular_function	nucleic acid binding	GO:0003676
322720	19908	biological_process	regulation of transcription	GO:0045449
322720	13391	molecular_function	transcription regulator activity	GO:0030528
322720	5939	molecular_function	zinc ion binding	GO:0008270
322720	2175	molecular_function	nucleic acid binding	GO:0003676
322720	4499	biological_process	transcription	GO:0006350
322720	2356	molecular_function	DNA-directed RNA polymerase activity	GO:0003899
322720	2176	molecular_function	DNA binding	GO:0003677
322720	2196	molecular_function	transcription factor activity	GO:0003700
322722	4264	biological_process	tricarboxylic acid cycle	GO:0006099
322722	3931	cellular_component	mitochondrion	GO:0005739
322722	2843	molecular_function	isocitrate dehydrogenase (NAD+) activity	GO:0004449
322722	2842	molecular_function	isocitrate dehydrogenase activity	GO:0004448
324657	4421	biological_process	DNA replication	GO:0006260
324657	3838	cellular_component	nucleus	GO:0005634
324657	2353	molecular_function	DNA-directed DNA polymerase activity	GO:0003887
324657	2176	molecular_function	DNA binding	GO:0003677
324657	16887	molecular_function	DNA polymerase activity	GO:0034061
325385	4602	biological_process	protein amino acid phosphorylation	GO:0006468
325385	3736	molecular_function	ATP binding	GO:0005524
325385	3043	molecular_function	protein kinase activity	GO:0004672
325385	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
326522	5830	biological_process	metabolic process	GO:0008152
326522	5765	molecular_function	N-acetyltransferase activity	GO:0008080
327650	17205	biological_process	regulation of Rho protein signal transduction	GO:0035023
327650	3827	cellular_component	intracellular	GO:0005622
327650	3425	molecular_function	Rho guanyl-nucleotide exchange factor activity	GO:0005089
327878	2176	molecular_function	DNA binding	GO:0003677
331981	9320	cellular_component	membrane	GO:0016020
331981	6171	molecular_function	ammonium transmembrane transporter activity	GO:0008519
331981	4927	biological_process	transport	GO:0006810
338975	4402	biological_process	CTP biosynthetic process	GO:0006241
338975	4389	biological_process	UTP biosynthetic process	GO:0006228
338975	4345	biological_process	GTP biosynthetic process	GO:0006183
338975	3736	molecular_function	ATP binding	GO:0005524
338975	2930	molecular_function	nucleoside diphosphate kinase activity	GO:0004550
347167	11364	biological_process	viral genome replication	GO:0019079
347546	3827	cellular_component	intracellular	GO:0005622
348425	5939	molecular_function	zinc ion binding	GO:0008270
348425	2175	molecular_function	nucleic acid binding	GO:0003676
348876	5939	molecular_function	zinc ion binding	GO:0008270
348876	3727	molecular_function	protein binding	GO:0005515
355964	3708	molecular_function	binding	GO:0005488
356574	3838	cellular_component	nucleus	GO:0005634
356890	14847	biological_process	regulation of ARF protein signal transduction	GO:0032012
356890	3827	cellular_component	intracellular	GO:0005622
356890	3422	molecular_function	ARF guanyl-nucleotide exchange factor activity	GO:0005086
358447	4602	biological_process	protein amino acid phosphorylation	GO:0006468
358447	3736	molecular_function	ATP binding	GO:0005524
358447	3043	molecular_function	protein kinase activity	GO:0004672
358447	3045	molecular_function	protein serine/threonine kinase activity	GO:0004674
358447	3073	molecular_function	MAP kinase activity	GO:0004707
359946	21401	molecular_function	protein dimerization activity	GO:0046983
359946	19030	molecular_function	sequence-specific DNA binding	GO:0043565
359946	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
359946	3838	cellular_component	nucleus	GO:0005634
359946	2196	molecular_function	transcription factor activity	GO:0003700
362129	4556	biological_process	translation	GO:0006412
362129	4025	cellular_component	ribosome	GO:0005840
362129	3827	cellular_component	intracellular	GO:0005622
362129	2227	molecular_function	structural constituent of ribosome	GO:0003735
378653	4602	biological_process	protein amino acid phosphorylation	GO:0006468
378653	3736	molecular_function	ATP binding	GO:0005524
378653	3043	molecular_function	protein kinase activity	GO:0004672
378653	3079	molecular_function	protein-tyrosine kinase activity	GO:0004713
378761	2175	molecular_function	nucleic acid binding	GO:0003676
379402	9985	molecular_function	hydrolase activity	GO:0016787
379402	5830	biological_process	metabolic process	GO:0008152
379742	5830	biological_process	metabolic process	GO:0008152
379742	2290	molecular_function	catalytic activity	GO:0003824
383662	4639	biological_process	proteolysis	GO:0006508
383662	2632	molecular_function	pepsin A activity	GO:0004194
383662	2628	molecular_function	aspartic-type endopeptidase activity	GO:0004190
385341	4556	biological_process	translation	GO:0006412
385341	4025	cellular_component	ribosome	GO:0005840
385341	3827	cellular_component	intracellular	GO:0005622
385341	2227	molecular_function	structural constituent of ribosome	GO:0003735
387722	9320	cellular_component	membrane	GO:0016020
387722	6276	biological_process	carbohydrate transport	GO:0008643
387722	3642	molecular_function	sugar:hydrogen symporter activity	GO:0005351
387722	9321	cellular_component	integral to membrane	GO:0016021
387722	4927	biological_process	transport	GO:0006810
387722	3546	molecular_function	transporter activity	GO:0005215
396086	4556	biological_process	translation	GO:0006412
396086	4025	cellular_component	ribosome	GO:0005840
396086	3827	cellular_component	intracellular	GO:0005622
396086	2227	molecular_function	structural constituent of ribosome	GO:0003735
396616	3838	cellular_component	nucleus	GO:0005634
396616	2175	molecular_function	nucleic acid binding	GO:0003676
396761	5939	molecular_function	zinc ion binding	GO:0008270
396761	4504	biological_process	regulation of transcription, DNA-dependent	GO:0006355
396761	3838	cellular_component	nucleus	GO:0005634
396761	2196	molecular_function	transcription factor activity	GO:0003700
396761	4499	biological_process	transcription	GO:0006350
396761	2176	molecular_function	DNA binding	GO:0003677
397654	24310	biological_process	regulation of small GTPase mediated signal transduction	GO:0051056
397654	3827	cellular_component	intracellular	GO:0005622
397654	3421	molecular_function	guanyl-nucleotide exchange factor activity	GO:0005085
397654	3727	molecular_function	protein binding	GO:0005515
397654	5344	biological_process	small GTPase mediated signal transduction	GO:0007264
397765	4556	biological_process	translation	GO:0006412
397765	4025	cellular_component	ribosome	GO:0005840
397765	3827	cellular_component	intracellular	GO:0005622
397765	2227	molecular_function	structural constituent of ribosome	GO:0003735
397790	2246	molecular_function	actin binding	GO:0003779
398110	5250	biological_process	signal transduction	GO:0007165
398110	3228	molecular_function	signal transducer activity	GO:0004871
398579	24310	biological_process	regulation of small GTPase mediated signal transduction	GO:0051056
398579	3827	cellular_component	intracellular	GO:0005622
398579	3421	molecular_function	guanyl-nucleotide exchange factor activity	GO:0005085
